Marital status,Application mode,Course,Previous qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st year (enrolled),Curricular units 1st year (approved),Curricular units 2nd year (enrolled),Curricular units 2nd year (approved),Curricular units 3rd year (enrolled),Curricular units 3rd year (approved),Curricular units 4th year (enrolled),Curricular units 4th year (approved),Target
1,8,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,17,10,16,1,0,1,0,0,21,9,9,9,9,9,9,9,9,Graduate
1,1,12,1,0,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,8,14,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,18,7,7,8,6,7,7,8,6,Graduate
1,8,12,1,1,0,1,0,0,20,7,6,8,7,7,6,8,7,Graduate
1,8,9,1,0,0,1,0,1,18,5,5,5,5,5,5,5,5,Graduate
1,1,15,1,1,0,1,0,0,18,6,0,6,0,6,0,6,0,Dropout
1,9,9,1,1,0,1,0,1,20,5,5,5,5,5,5,5,5,Graduate
1,8,11,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,8,9,1,1,1,1,0,1,19,5,4,5,0,5,4,5,0,Dropout
1,16,5,1,0,0,1,0,1,19,11,11,11,11,11,11,11,11,Graduate
1,8,14,1,1,1,0,0,1,18,6,1,6,0,6,1,6,0,Dropout
1,8,15,1,1,1,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,1,20,8,8,8,8,8,8,8,8,Graduate
1,15,9,14,1,0,1,0,0,21,7,6,5,5,7,6,5,5,Graduate
1,14,12,1,0,0,1,0,0,21,8,6,8,6,8,6,8,6,Graduate
1,8,5,1,0,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,9,16,1,1,0,1,0,0,19,7,7,7,7,7,7,7,7,Graduate
1,8,6,1,0,0,0,0,0,21,5,2,5,2,5,2,5,2,Dropout
1,1,6,1,0,0,1,0,0,18,5,5,5,5,5,5,5,5,Graduate
1,1,11,1,0,0,1,0,1,19,6,5,6,5,6,5,6,5,Graduate
1,8,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Graduate
1,1,9,1,1,0,1,0,1,18,5,3,5,3,5,3,5,3,Graduate
1,1,16,1,0,0,1,0,1,18,6,4,6,4,6,4,6,4,Enrolled
1,1,15,1,0,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,8,6,1,1,0,1,0,1,18,5,4,5,5,5,4,5,5,Graduate
1,8,5,1,1,0,1,0,0,18,6,2,6,0,6,2,6,0,Dropout
1,1,5,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Enrolled
1,8,10,1,0,0,1,0,0,18,6,0,6,0,6,0,6,0,Dropout
1,1,10,1,0,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,13,6,1,1,0,1,0,1,20,2,2,6,6,2,2,6,6,Graduate
1,1,16,1,0,0,1,0,0,18,6,5,6,5,6,5,6,5,Enrolled
1,8,5,1,1,0,1,0,0,18,6,5,6,5,6,5,6,5,Graduate
1,9,12,1,0,0,1,0,1,20,8,7,8,7,8,7,8,7,Graduate
4,14,14,1,0,0,1,0,0,40,8,8,7,5,8,8,7,5,Graduate
1,1,12,1,1,0,1,0,1,18,7,6,8,7,7,6,8,7,Graduate
1,1,11,1,1,0,1,0,0,19,6,5,6,5,6,5,6,5,Graduate
1,4,17,15,0,0,1,0,0,24,5,0,5,0,5,0,5,0,Dropout
1,1,15,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Dropout
1,1,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,20,7,6,8,7,7,6,8,7,Graduate
1,1,12,1,0,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,1,2,1,1,0,1,0,1,18,0,0,0,0,0,0,0,0,Graduate
1,8,12,1,1,0,1,0,0,19,7,7,8,8,7,7,8,8,Graduate
1,8,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Dropout
1,15,6,14,1,0,1,0,0,19,6,6,6,5,6,6,6,5,Graduate
1,1,12,1,1,0,1,0,1,19,7,7,8,8,7,7,8,8,Graduate
1,1,12,1,0,0,1,0,1,19,7,7,8,7,7,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,19,7,7,8,7,7,7,8,7,Dropout
1,1,12,1,0,0,1,0,0,19,7,6,7,6,7,6,7,6,Graduate
1,12,14,9,1,1,0,0,0,25,5,5,5,4,5,5,5,4,Dropout
1,1,12,1,0,0,1,0,0,20,8,7,8,7,8,7,8,7,Graduate
1,17,10,16,0,1,0,0,0,23,9,7,9,4,9,7,9,4,Dropout
1,1,5,1,0,0,1,0,0,20,6,0,6,0,6,0,6,0,Dropout
1,12,3,1,0,0,1,0,0,27,6,5,6,6,6,5,6,6,Graduate
1,1,12,1,0,0,1,0,0,18,8,8,8,8,8,8,8,8,Graduate
1,1,16,1,1,1,1,0,0,18,6,5,6,4,6,5,6,4,Enrolled
1,4,3,15,1,1,0,0,0,23,12,11,10,8,12,11,10,8,Dropout
1,1,12,1,1,0,1,0,1,19,7,6,7,6,7,6,7,6,Graduate
1,1,9,1,0,0,1,0,0,18,5,5,5,5,5,5,5,5,Graduate
1,14,12,1,1,0,1,0,0,20,7,7,8,8,7,7,8,8,Graduate
1,1,14,1,1,0,1,0,0,18,6,4,6,5,6,4,6,5,Graduate
1,1,12,1,1,0,1,0,1,19,8,8,8,8,8,8,8,8,Graduate
1,15,10,14,1,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,16,1,0,0,1,0,0,19,6,4,6,5,6,4,6,5,Enrolled
1,1,6,1,0,0,1,0,0,18,5,4,5,5,5,4,5,5,Graduate
1,1,10,1,0,0,1,0,0,18,6,5,6,6,6,5,6,6,Graduate
1,1,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,2,16,1,0,0,0,0,0,28,11,11,8,8,11,11,8,8,Dropout
1,8,11,1,1,0,1,0,0,19,6,4,6,1,6,4,6,1,Dropout
1,14,2,1,1,1,1,0,0,20,0,0,0,0,0,0,0,0,Dropout
1,1,12,1,1,0,1,0,1,19,7,6,8,7,7,6,8,7,Graduate
1,1,5,1,0,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,11,1,1,0,1,0,1,19,6,5,6,5,6,5,6,5,Graduate
1,16,5,1,1,0,1,0,0,21,6,5,6,4,6,5,6,4,Enrolled
1,1,16,1,1,0,1,0,1,19,7,7,7,7,7,7,7,7,Graduate
1,1,5,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,8,8,1,0,0,1,0,0,19,6,0,6,0,6,0,6,0,Dropout
1,8,14,1,0,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,0,1,1,0,0,20,6,5,6,6,6,5,6,6,Graduate
1,8,16,1,1,0,1,0,0,18,7,5,7,6,7,5,7,6,Enrolled
1,14,2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,Enrolled
1,8,8,1,0,0,1,0,0,18,5,4,5,5,5,4,5,5,Graduate
1,8,15,1,0,0,1,0,0,18,6,0,6,0,6,0,6,0,Dropout
1,8,10,1,1,0,1,0,0,18,6,5,6,6,6,5,6,6,Graduate
1,9,15,1,1,0,1,0,0,20,6,5,6,6,6,5,6,6,Dropout
1,8,12,1,1,0,1,0,1,19,7,7,8,8,7,7,8,8,Graduate
1,1,16,1,1,1,0,0,0,21,6,3,6,3,6,3,6,3,Dropout
1,8,14,3,1,1,0,0,0,20,6,0,6,0,6,0,6,0,Dropout
1,1,11,1,1,0,1,0,0,18,6,5,6,4,6,5,6,4,Graduate
1,1,15,1,0,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,1,19,8,8,8,8,8,8,8,8,Graduate
1,1,6,6,1,0,1,0,0,22,5,4,5,5,5,4,5,5,Dropout
1,8,8,1,1,0,0,0,0,22,6,0,2,0,6,0,2,0,Dropout
1,1,16,1,1,0,1,0,0,18,6,3,6,4,6,3,6,4,Enrolled
1,14,9,1,0,0,1,0,0,21,10,6,10,7,10,6,10,7,Enrolled
1,1,10,1,1,0,1,0,0,19,6,2,6,5,6,2,6,5,Graduate
1,1,2,1,1,0,1,0,0,19,0,0,0,0,0,0,0,0,Dropout
1,1,12,1,1,0,1,0,1,20,8,7,8,7,8,7,8,7,Dropout
1,1,12,1,1,1,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,16,17,16,0,0,0,0,0,22,12,7,5,5,12,7,5,5,Dropout
1,8,6,1,1,0,1,0,0,20,5,4,5,5,5,4,5,5,Graduate
1,15,4,14,0,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,1,19,7,7,8,7,7,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,20,7,5,7,6,7,5,7,6,Enrolled
1,12,17,1,0,0,1,0,0,25,5,3,5,3,5,3,5,3,Enrolled
1,1,12,1,0,0,1,0,1,19,7,6,8,7,7,6,8,7,Graduate
1,9,12,1,1,0,1,0,0,19,8,8,8,8,8,8,8,8,Graduate
1,1,5,1,1,0,0,0,0,19,5,0,6,0,5,0,6,0,Dropout
1,1,12,1,0,0,1,0,0,20,7,6,8,7,7,6,8,7,Graduate
1,12,13,1,1,0,1,0,0,25,7,7,8,5,7,7,8,5,Enrolled
1,8,12,1,1,0,1,0,1,20,7,6,7,6,7,6,7,6,Graduate
1,12,10,1,1,0,1,0,0,24,6,4,6,5,6,4,6,5,Enrolled
1,1,14,1,0,0,1,0,0,20,5,5,5,5,5,5,5,5,Graduate
1,13,12,1,1,0,1,0,0,21,7,7,8,8,7,7,8,8,Graduate
1,15,4,14,0,1,1,0,1,19,6,6,6,5,6,6,6,5,Graduate
1,1,15,1,0,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,14,1,0,0,1,0,1,21,5,5,5,4,5,5,5,4,Graduate
1,12,12,3,0,0,1,0,0,28,7,7,8,8,7,7,8,8,Graduate
1,1,10,1,1,1,0,0,1,19,6,5,6,5,6,5,6,5,Graduate
1,1,9,1,0,0,1,0,1,18,5,5,5,5,5,5,5,5,Graduate
5,8,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,13,12,1,1,0,1,0,0,22,8,7,8,7,8,7,8,7,Graduate
1,1,9,1,1,0,1,0,0,19,5,4,5,3,5,4,5,3,Enrolled
1,1,12,1,0,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,8,11,1,0,0,0,0,0,20,6,0,6,0,6,0,6,0,Dropout
1,15,2,14,0,0,0,0,0,26,9,4,10,3,9,4,10,3,Dropout
1,1,5,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,11,1,1,0,1,0,1,21,6,6,6,3,6,6,6,3,Dropout
1,8,12,1,1,0,1,0,0,18,8,7,8,7,8,7,8,7,Graduate
1,1,6,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,18,7,7,8,7,7,7,8,7,Graduate
1,8,9,1,0,0,1,0,1,19,5,5,5,3,5,5,5,3,Enrolled
1,1,14,1,1,0,1,0,0,20,5,4,5,4,5,4,5,4,Dropout
1,1,16,1,0,1,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,7,9,1,1,0,1,0,1,20,5,3,5,4,5,3,5,4,Enrolled
1,1,3,1,1,0,1,0,0,22,6,5,6,5,6,5,6,5,Graduate
1,1,2,1,1,0,1,0,0,18,0,0,0,0,0,0,0,0,Enrolled
1,16,17,1,0,0,1,0,0,21,5,4,5,5,5,4,5,5,Graduate
1,9,16,1,0,0,1,0,0,18,7,6,7,6,7,6,7,6,Enrolled
1,1,12,1,0,0,1,0,0,18,8,7,8,7,8,7,8,7,Graduate
1,1,5,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,8,2,1,1,0,1,0,0,19,0,0,0,0,0,0,0,0,Dropout
1,8,9,1,1,0,1,0,0,19,5,3,5,3,5,3,5,3,Enrolled
1,1,12,1,1,0,1,0,0,19,7,5,7,5,7,5,7,5,Enrolled
1,1,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,1,9,1,1,0,1,0,0,19,5,4,5,4,5,4,5,4,Enrolled
1,8,11,1,1,0,0,0,0,19,6,3,6,1,6,3,6,1,Dropout
1,7,11,1,1,0,1,0,1,21,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,0,0,1,0,1,20,6,5,6,5,6,5,6,5,Graduate
1,1,9,1,1,0,1,0,1,20,5,5,5,5,5,5,5,5,Graduate
1,12,17,12,0,0,1,0,0,41,5,5,5,5,5,5,5,5,Graduate
4,4,12,15,1,0,1,0,0,32,7,4,7,7,7,4,7,7,Enrolled
1,8,12,1,1,0,1,0,0,18,8,7,8,7,8,7,8,7,Graduate
4,12,3,1,0,0,1,0,1,35,6,6,6,6,6,6,6,6,Graduate
1,12,12,1,0,1,0,0,0,32,7,4,7,0,7,4,7,0,Dropout
1,12,3,15,0,0,1,0,0,37,11,11,8,8,11,11,8,8,Graduate
2,12,9,3,0,0,1,0,0,30,7,7,8,7,7,7,8,7,Dropout
1,14,15,1,0,0,1,1,0,23,6,6,6,5,6,6,6,5,Graduate
1,8,15,1,1,0,1,0,1,20,6,6,6,6,6,6,6,6,Dropout
1,1,14,1,0,0,1,1,0,21,5,4,5,4,5,4,5,4,Graduate
1,1,9,1,0,0,1,1,0,19,5,5,5,5,5,5,5,5,Graduate
1,8,12,1,1,0,1,1,1,18,8,7,8,7,8,7,8,7,Graduate
1,13,7,1,0,0,1,1,0,18,5,1,5,1,5,1,5,1,Dropout
1,12,17,1,0,0,1,1,0,24,5,4,5,5,5,4,5,5,Enrolled
1,9,14,1,1,0,1,1,0,22,6,4,6,4,6,4,6,4,Graduate
1,8,11,1,1,0,1,1,0,18,6,4,6,3,6,4,6,3,Dropout
1,7,10,1,1,0,1,0,0,18,6,6,6,5,6,6,6,5,Graduate
1,1,5,1,1,0,1,1,0,21,6,5,6,5,6,5,6,5,Graduate
4,12,12,1,0,1,1,0,0,38,7,3,7,2,7,3,7,2,Dropout
1,9,13,1,0,0,1,0,1,19,7,7,8,8,7,7,8,8,Graduate
6,12,12,1,0,0,1,0,0,36,7,4,7,3,7,4,7,3,Dropout
1,7,6,1,1,0,1,0,0,18,5,4,5,4,5,4,5,4,Graduate
1,1,12,1,1,0,1,0,0,19,7,7,8,6,7,7,8,6,Graduate
1,17,6,16,0,1,0,0,0,21,10,8,9,5,10,8,9,5,Dropout
1,1,12,1,1,0,1,0,0,19,7,6,8,6,7,6,8,6,Enrolled
1,1,10,1,0,0,1,0,1,18,6,5,6,6,6,5,6,6,Graduate
2,4,12,3,1,0,1,0,0,45,11,11,10,10,11,11,10,10,Enrolled
1,8,9,1,1,0,1,0,0,20,5,1,5,1,5,1,5,1,Dropout
1,8,11,1,1,1,1,0,0,18,6,6,6,4,6,6,6,4,Graduate
1,1,14,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,4,8,3,0,0,1,0,0,25,5,0,5,0,5,0,5,0,Dropout
1,1,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,1,2,1,1,0,1,0,1,18,0,0,0,0,0,0,0,0,Graduate
1,4,11,15,0,0,1,0,0,39,13,13,12,12,13,13,12,12,Graduate
2,12,4,1,0,0,1,0,0,29,18,18,13,13,18,18,13,13,Graduate
1,8,16,1,1,0,1,0,0,18,7,6,7,7,7,6,7,7,Enrolled
1,4,5,3,0,0,0,0,0,23,3,2,6,0,3,2,6,0,Dropout
1,13,16,1,1,0,1,0,0,21,6,4,6,3,6,4,6,3,Dropout
1,1,10,1,0,0,0,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,4,6,15,1,0,1,0,0,23,6,6,6,6,6,6,6,6,Graduate
1,1,8,1,0,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
2,12,3,12,0,0,1,0,0,32,6,5,6,6,6,5,6,6,Graduate
2,12,9,1,0,1,0,0,0,29,5,3,5,2,5,3,5,2,Dropout
1,1,10,1,1,1,1,0,1,20,6,5,6,4,6,5,6,4,Graduate
1,12,10,1,1,0,0,0,0,28,6,1,6,0,6,1,6,0,Dropout
1,4,9,3,0,0,1,0,0,27,5,3,5,4,5,3,5,4,Graduate
1,14,12,1,0,1,1,0,0,22,14,12,14,12,14,12,14,12,Graduate
2,12,4,12,0,1,1,0,0,37,6,6,6,6,6,6,6,6,Enrolled
1,4,3,3,0,0,0,0,0,28,6,1,6,0,6,1,6,0,Dropout
2,12,4,1,0,1,0,0,0,43,6,4,6,4,6,4,6,4,Dropout
1,14,13,1,1,0,0,0,0,32,7,0,8,0,7,0,8,0,Dropout
1,8,10,1,0,0,1,0,1,20,6,4,6,5,6,4,6,5,Enrolled
4,12,12,12,0,0,1,0,1,35,8,8,8,8,8,8,8,8,Graduate
1,1,14,1,1,0,1,0,0,21,5,3,5,4,5,3,5,4,Graduate
1,1,12,1,1,0,1,0,1,18,7,6,7,7,7,6,7,7,Enrolled
1,1,12,1,0,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,8,10,1,1,0,1,0,0,18,6,5,6,4,6,5,6,4,Graduate
1,15,3,14,1,0,1,0,0,22,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,9,9,1,1,0,1,0,1,18,5,5,5,5,5,5,5,5,Graduate
1,1,2,1,1,1,1,0,0,19,0,0,0,0,0,0,0,0,Dropout
1,1,12,1,0,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
2,12,17,12,0,1,0,0,0,31,5,0,5,0,5,0,5,0,Dropout
2,12,3,12,0,1,1,0,1,33,6,5,6,6,6,5,6,6,Graduate
1,1,12,1,1,0,1,0,1,19,8,8,8,8,8,8,8,8,Graduate
1,8,10,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,9,1,0,0,1,0,0,23,5,3,5,5,5,3,5,5,Graduate
1,8,10,1,1,0,1,0,0,20,6,5,6,6,6,5,6,6,Graduate
1,1,12,1,1,0,1,0,0,18,8,8,8,8,8,8,8,8,Graduate
1,17,6,16,1,1,1,0,0,21,9,8,9,5,9,8,9,5,Enrolled
1,1,10,1,0,0,1,0,1,22,6,5,6,5,6,5,6,5,Graduate
1,1,10,1,1,1,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,4,12,3,1,0,1,0,0,23,7,6,7,6,7,6,7,6,Graduate
1,8,15,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,8,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,12,17,1,0,0,1,0,0,26,5,2,5,3,5,2,5,3,Dropout
1,1,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,9,7,1,1,0,1,1,0,18,5,1,5,0,5,1,5,0,Dropout
1,15,4,14,1,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,14,1,0,0,1,1,0,19,6,0,6,0,6,0,6,0,Dropout
1,14,17,1,0,0,0,1,0,32,9,5,4,4,9,5,4,4,Dropout
2,12,8,1,0,0,0,1,0,31,4,2,5,3,4,2,5,3,Dropout
1,12,7,12,0,0,1,1,0,25,5,1,5,1,5,1,5,1,Enrolled
1,13,6,14,1,0,1,0,0,21,6,5,6,5,6,5,6,5,Graduate
2,14,17,1,0,0,0,0,0,31,6,4,5,1,6,4,5,1,Dropout
2,12,16,1,0,0,1,0,0,34,7,1,7,1,7,1,7,1,Dropout
1,1,10,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,10,1,1,1,1,0,0,19,6,0,6,0,6,0,6,0,Dropout
1,17,14,16,1,1,1,0,0,21,6,1,6,1,6,1,6,1,Enrolled
1,1,16,1,1,0,0,0,0,18,6,3,6,5,6,3,6,5,Dropout
1,1,11,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,14,15,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,8,14,1,1,0,1,0,1,18,6,5,6,5,6,5,6,5,Graduate
1,1,10,1,1,0,1,0,0,19,6,4,6,6,6,4,6,6,Graduate
1,14,6,1,1,0,1,0,0,19,5,0,5,4,5,0,5,4,Enrolled
4,12,8,1,1,0,1,0,1,30,6,0,6,1,6,0,6,1,Dropout
1,8,10,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,13,1,1,0,1,0,0,19,7,7,8,8,7,7,8,8,Graduate
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Graduate
1,1,6,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,10,1,1,0,1,0,0,20,6,5,6,6,6,5,6,6,Graduate
1,13,7,1,0,1,1,1,0,25,5,0,6,2,5,0,6,2,Dropout
1,1,15,1,0,0,1,1,0,19,6,0,6,0,6,0,6,0,Dropout
2,12,16,1,0,1,1,0,1,34,6,6,6,6,6,6,6,6,Graduate
1,9,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,1,14,1,0,0,1,0,0,20,6,6,6,5,6,6,6,5,Graduate
1,8,12,1,1,0,1,0,1,20,8,7,8,7,8,7,8,7,Graduate
1,17,17,1,0,1,1,0,0,23,11,8,9,5,11,8,9,5,Enrolled
1,12,14,1,0,0,1,0,0,28,6,1,6,0,6,1,6,0,Dropout
1,8,15,1,0,0,1,0,0,18,6,5,6,6,6,5,6,6,Enrolled
1,14,9,1,1,0,1,0,0,19,5,5,5,4,5,5,5,4,Graduate
2,1,9,1,1,0,1,0,0,34,5,2,5,4,5,2,5,4,Dropout
2,16,16,1,0,0,1,0,0,35,7,0,6,0,7,0,6,0,Dropout
1,4,17,15,0,0,1,0,0,32,5,5,5,5,5,5,5,5,Graduate
1,8,11,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,8,14,1,1,0,1,0,0,18,6,4,6,5,6,4,6,5,Graduate
2,12,9,1,0,0,0,0,0,35,5,4,5,5,5,4,5,5,Dropout
1,12,3,1,0,0,1,1,1,24,6,4,6,4,6,4,6,4,Enrolled
1,8,10,1,1,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,1,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,1,1,20,8,7,8,7,8,7,8,7,Graduate
1,8,11,1,1,0,0,1,0,18,6,0,6,0,6,0,6,0,Dropout
1,1,7,1,0,0,1,1,1,18,5,5,5,5,5,5,5,5,Graduate
1,1,14,1,0,0,1,1,1,20,5,4,5,4,5,4,5,4,Graduate
1,8,16,1,1,0,1,1,0,19,7,6,7,6,7,6,7,6,Dropout
1,1,5,1,1,0,1,1,1,20,6,6,6,5,6,6,6,5,Enrolled
1,1,10,1,0,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,1,0,20,6,5,6,4,6,5,6,4,Graduate
1,1,12,1,1,0,1,1,0,22,7,6,8,7,7,6,8,7,Graduate
1,8,7,1,0,0,1,1,1,18,5,4,6,6,5,4,6,6,Enrolled
1,1,12,1,0,0,1,1,0,19,8,7,8,7,8,7,8,7,Graduate
1,15,4,14,0,0,1,1,0,22,6,3,6,2,6,3,6,2,Dropout
1,8,7,1,1,0,1,1,0,20,5,5,5,5,5,5,5,5,Graduate
2,12,4,1,0,1,0,1,0,34,6,0,6,0,6,0,6,0,Dropout
2,12,3,12,0,0,1,1,0,24,6,1,5,0,6,1,5,0,Dropout
1,12,14,1,1,0,1,1,0,26,5,0,5,0,5,0,5,0,Dropout
1,12,12,1,0,0,1,1,0,35,7,4,7,5,7,4,7,5,Dropout
1,1,17,1,1,0,1,1,0,22,5,5,5,5,5,5,5,5,Graduate
1,9,11,1,1,0,1,1,0,26,6,4,6,3,6,4,6,3,Enrolled
1,8,9,1,0,0,1,1,0,19,5,3,5,0,5,3,5,0,Dropout
1,1,11,1,1,0,0,1,0,19,6,0,6,0,6,0,6,0,Dropout
1,15,2,14,0,1,1,1,0,20,0,0,0,0,0,0,0,0,Graduate
1,16,14,1,0,1,1,1,0,21,11,10,8,8,11,10,8,8,Graduate
1,1,15,1,1,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,17,4,16,0,0,1,0,1,23,12,12,10,10,12,12,10,10,Graduate
1,8,9,1,1,0,1,0,1,18,5,5,5,5,5,5,5,5,Graduate
1,9,12,1,1,0,1,0,0,18,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,17,9,16,1,0,1,0,0,21,11,11,9,8,11,11,9,8,Graduate
1,1,6,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,0,1,24,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Dropout
1,1,14,1,1,0,1,0,0,18,6,6,6,3,6,6,6,3,Enrolled
1,8,12,1,1,0,1,0,0,20,7,6,8,7,7,6,8,7,Graduate
1,8,6,1,1,0,1,0,0,19,5,3,5,4,5,3,5,4,Enrolled
1,1,15,1,1,0,0,0,1,18,6,3,6,3,6,3,6,3,Dropout
1,14,11,1,0,0,1,0,1,19,6,4,6,3,6,4,6,3,Dropout
1,8,16,1,1,0,1,0,0,19,6,5,6,5,6,5,6,5,Graduate
1,1,10,3,0,1,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,16,1,1,0,1,0,0,20,7,6,7,6,7,6,7,6,Enrolled
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,8,13,1,1,0,1,0,1,19,7,6,7,6,7,6,7,6,Graduate
1,8,9,1,1,0,1,0,0,18,5,4,5,2,5,4,5,2,Enrolled
1,1,12,1,1,0,1,0,0,18,7,6,7,6,7,6,7,6,Graduate
1,1,6,1,1,0,1,0,0,21,6,4,6,2,6,4,6,2,Enrolled
1,8,11,1,1,1,0,0,0,19,6,1,6,0,6,1,6,0,Dropout
1,1,12,1,1,0,1,0,0,21,7,7,8,8,7,7,8,8,Graduate
1,1,6,1,0,0,1,0,0,18,6,4,6,3,6,4,6,3,Enrolled
1,8,13,1,0,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,1,12,1,0,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,1,8,1,0,0,0,0,0,23,5,0,5,1,5,0,5,1,Dropout
1,1,10,1,1,0,1,0,0,20,6,3,6,4,6,3,6,4,Enrolled
1,1,12,1,0,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,8,16,1,1,0,1,0,0,19,6,5,6,5,6,5,6,5,Enrolled
1,12,12,1,0,0,1,0,1,27,7,6,7,6,7,6,7,6,Enrolled
1,8,9,1,1,1,0,0,1,19,5,5,5,4,5,5,5,4,Enrolled
1,14,8,1,1,0,1,0,0,21,6,5,6,5,6,5,6,5,Dropout
1,9,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Graduate
1,15,10,1,0,0,1,0,1,21,6,6,6,6,6,6,6,6,Graduate
